3,1,494.92,158.00,30.98,70.30,1,-1,-1,-1
3,2,258.62,217.98,36.15,82.03,1,-1,-1,-1
3,3,627.20,239.48,36.08,81.87,1,-1,-1,-1
4,1,490.95,161.05,30.98,70.30,1,-1,-1,-1
4,2,273.01,215.65,36.19,82.12,1,-1,-1,-1
4,3,617.27,243.33,34.44,78.15,1,-1,-1,-1
5,1,489.73,162.03,30.98,70.30,1,-1,-1,-1
5,2,278.12,212.03,38.90,88.28,1,-1,-1,-1
5,3,604.67,239.47,36.08,81.88,1,-1,-1,-1
6,1,485.84,165.88,30.98,70.30,1,-1,-1,-1
6,2,284.49,212.29,35.21,79.91,1,-1,-1,-1
6,3,593.10,238.23,36.61,83.07,1,-1,-1,-1
7,1,481.78,163.67,32.91,74.67,1,-1,-1,-1
7,2,285.33,211.07,38.65,87.70,1,-1,-1,-1
7,3,581.09,237.83,36.78,83.46,1,-1,-1,-1
8,1,477.04,166.21,31.74,72.02,1,-1,-1,-1
8,2,291.75,213.37,37.32,84.68,1,-1,-1,-1
8,3,577.18,237.72,36.83,83.57,1,-1,-1,-1
9,1,475.40,167.12,31.26,70.93,1,-1,-1,-1
9,2,297.92,210.90,36.81,83.52,1,-1,-1,-1
9,3,568.73,237.71,36.83,83.58,1,-1,-1,-1
10,1,471.53,167.41,31.08,70.53,1,-1,-1,-1
10,2,303.98,210.03,36.64,83.13,1,-1,-1,-1
10,3,558.59,237.73,36.82,83.55,1,-1,-1,-1
11,1,466.85,167.46,32.87,74.59,1,-1,-1,-1
11,2,309.32,209.75,36.59,83.02,1,-1,-1,-1
11,3,543.81,237.76,36.81,83.52,1,-1,-1,-1
12,1,462.58,167.47,31.72,71.97,1,-1,-1,-1
12,2,315.08,209.68,36.58,83.01,1,-1,-1,-1
12,3,534.65,237.79,36.79,83.49,1,-1,-1,-1
13,1,457.75,170.77,31.25,70.90,1,-1,-1,-1
13,2,324.35,208.34,34.59,78.50,1,-1,-1,-1
13,3,524.30,237.82,36.78,83.47,1,-1,-1,-1
14,1,454.76,168.60,32.91,74.69,1,-1,-1,-1
14,2,331.59,201.03,35.90,81.45,1,-1,-1,-1
14,3,509.50,237.84,36.77,83.45,1,-1,-1,-1
15,1,447.21,171.06,33.52,76.06,1,-1,-1,-1
15,2,337.35,198.48,36.36,82.50,1,-1,-1,-1
15,3,500.35,237.86,36.76,83.43,1,-1,-1,-1
16,1,436.57,166.75,35.69,80.99,1,-1,-1,-1
16,2,339.27,197.58,36.54,82.92,1,-1,-1,-1
16,3,494.00,237.88,36.76,83.41,1,-1,-1,-1
16,8,721.94,286.62,47.41,107.59,1,-1,-1,-1
17,1,433.90,170.23,34.60,78.52,1,-1,-1,-1
17,2,341.06,194.00,38.97,88.43,1,-1,-1,-1
17,3,484.06,237.89,36.75,83.40,1,-1,-1,-1
17,8,716.38,279.45,47.28,107.30,1,-1,-1,-1
18,1,429.16,171.62,34.13,77.45,1,-1,-1,-1
18,2,348.09,192.70,37.58,85.27,1,-1,-1,-1
18,3,469.44,237.91,36.75,83.38,1,-1,-1,-1
18,8,709.48,277.37,47.29,107.31,1,-1,-1,-1
19,1,428.86,180.04,30.40,68.98,1,-1,-1,-1
19,2,354.54,205.61,29.88,67.80,1,-1,-1,-1
19,3,457.04,233.95,36.74,83.37,1,-1,-1,-1
19,8,701.58,281.94,47.32,107.37,1,-1,-1,-1
20,1,424.83,181.58,30.21,68.54,1,-1,-1,-1
20,2,360.78,208.74,28.56,64.80,1,-1,-1,-1
20,3,448.79,232.46,36.74,83.36,1,-1,-1,-1
20,8,694.12,278.72,47.34,107.43,1,-1,-1,-1
20,13,729.88,285.12,40.96,92.96,1,-1,-1,-1
21,2,361.96,197.82,33.99,77.12,1,-1,-1,-1
21,3,438.81,231.93,36.73,83.35,1,-1,-1,-1
21,8,686.86,275.58,44.58,101.17,1,-1,-1,-1
21,13,722.62,279.01,37.39,84.86,1,-1,-1,-1
22,2,362.55,190.43,35.74,81.10,1,-1,-1,-1
22,3,430.82,226.46,39.08,88.68,1,-1,-1,-1
22,8,680.35,274.56,43.59,98.92,1,-1,-1,-1
22,13,716.69,281.83,36.43,82.67,1,-1,-1,-1
23,1,396.78,177.92,30.84,69.99,1,-1,-1,-1
23,2,362.50,187.45,36.46,82.73,1,-1,-1,-1
23,3,426.08,230.90,35.74,81.09,1,-1,-1,-1
23,8,678.32,274.28,43.28,98.21,1,-1,-1,-1
23,13,715.10,282.68,36.22,82.18,1,-1,-1,-1
24,1,390.35,180.24,30.92,70.15,1,-1,-1,-1
24,2,366.17,186.37,36.73,83.35,1,-1,-1,-1
24,3,408.72,196.84,53.21,120.74,1,-1,-1,-1
24,8,668.24,270.15,43.19,98.02,1,-1,-1,-1
24,13,703.24,272.87,41.08,93.22,1,-1,-1,-1
25,1,383.53,175.05,32.77,74.36,1,-1,-1,-1
25,2,367.44,186.04,36.82,83.56,1,-1,-1,-1
25,3,397.00,180.16,58.78,133.40,1,-1,-1,-1
25,8,661.42,271.44,41.02,93.07,1,-1,-1,-1
25,13,694.64,264.98,42.69,96.87,1,-1,-1,-1
26,1,377.64,175.23,32.93,74.73,1,-1,-1,-1
26,2,370.39,181.42,39.17,88.89,1,-1,-1,-1
26,3,394.67,188.86,52.81,119.83,1,-1,-1,-1
26,8,657.87,264.45,42.46,96.34,1,-1,-1,-1
26,13,688.24,268.62,38.83,88.12,1,-1,-1,-1
27,2,371.44,179.71,40.05,90.88,1,-1,-1,-1
27,3,388.81,178.94,55.94,126.94,1,-1,-1,-1
27,8,652.72,262.04,42.97,97.50,1,-1,-1,-1
27,13,686.25,270.34,37.28,84.59,1,-1,-1,-1
28,2,372.35,179.77,38.08,86.42,1,-1,-1,-1
28,3,381.57,182.23,44.50,100.98,1,-1,-1,-1
28,8,646.36,261.24,43.18,97.98,1,-1,-1,-1
28,13,680.26,263.42,39.20,88.94,1,-1,-1,-1
29,2,372.51,179.93,37.27,84.58,1,-1,-1,-1
29,3,374.81,201.03,41.77,94.78,1,-1,-1,-1
29,8,635.55,256.37,43.27,98.20,1,-1,-1,-1
29,13,669.61,261.04,39.87,90.47,1,-1,-1,-1
29,21,651.09,267.44,40.96,92.96,1,-1,-1,-1
30,2,372.46,180.05,36.96,83.87,1,-1,-1,-1
30,3,376.76,207.22,40.87,92.74,1,-1,-1,-1
30,8,631.73,254.63,43.32,98.30,1,-1,-1,-1
30,13,665.13,252.27,42.25,95.88,1,-1,-1,-1
30,21,624.89,263.02,42.71,96.92,1,-1,-1,-1
30,22,396.10,212.45,37.38,84.82,1,-1,-1,-1
31,2,376.32,180.16,36.84,83.59,1,-1,-1,-1
31,3,368.92,206.37,41.10,93.27,1,-1,-1,-1
31,8,628.55,258.06,41.22,93.53,1,-1,-1,-1
31,13,659.06,249.05,43.14,97.90,1,-1,-1,-1
31,21,616.53,256.63,40.91,92.84,1,-1,-1,-1
31,22,395.04,217.88,33.02,74.93,1,-1,-1,-1
32,2,377.67,180.25,36.79,83.48,1,-1,-1,-1
32,8,623.62,255.44,40.43,91.75,1,-1,-1,-1
32,13,653.68,251.84,39.07,88.66,1,-1,-1,-1
32,21,610.20,258.95,40.29,91.43,1,-1,-1,-1
32,22,394.37,220.53,32.02,72.67,1,-1,-1,-1
33,2,378.08,180.34,36.76,83.42,1,-1,-1,-1
33,3,377.78,204.95,40.45,91.79,1,-1,-1,-1
33,8,614.63,250.51,42.32,96.04,1,-1,-1,-1
33,13,639.04,244.32,44.78,101.62,1,-1,-1,-1
33,21,600.16,257.03,39.74,90.18,1,-1,-1,-1
33,22,397.08,201.17,40.44,91.78,1,-1,-1,-1
34,2,377.48,175.79,39.10,88.73,1,-1,-1,-1
34,3,379.16,200.57,40.35,91.56,1,-1,-1,-1
34,8,610.83,248.76,40.91,92.83,1,-1,-1,-1
34,13,632.67,241.72,44.16,100.20,1,-1,-1,-1
34,21,597.51,255.02,40.08,90.95,1,-1,-1,-1
34,22,397.89,194.48,43.32,98.30,1,-1,-1,-1
35,2,377.87,178.64,37.67,85.49,1,-1,-1,-1
35,3,374.87,199.33,40.43,91.75,1,-1,-1,-1
35,8,613.75,252.25,40.37,91.60,1,-1,-1,-1
35,13,628.55,245.43,41.76,94.76,1,-1,-1,-1
35,21,600.17,250.22,40.09,90.97,1,-1,-1,-1
35,22,399.59,190.82,42.37,96.15,1,-1,-1,-1
36,2,373.25,175.22,39.44,89.50,1,-1,-1,-1
36,8,611.68,249.58,42.32,96.04,1,-1,-1,-1
36,13,624.66,242.36,42.95,97.47,1,-1,-1,-1
36,21,597.18,243.85,42.29,95.96,1,-1,-1,-1
36,22,399.05,186.56,43.86,99.53,1,-1,-1,-1
36,25,378.91,179.16,39.51,89.67,1,-1,-1,-1
37,2,371.53,173.99,40.08,90.96,1,-1,-1,-1
37,8,619.50,239.49,43.04,97.67,1,-1,-1,-1
37,13,614.85,241.28,43.38,98.44,1,-1,-1,-1
37,21,592.28,241.61,43.08,97.76,1,-1,-1,-1
37,22,403.98,188.29,42.33,96.05,1,-1,-1,-1
37,25,387.20,180.71,37.56,85.24,1,-1,-1,-1
38,2,371.47,174.86,38.01,86.25,1,-1,-1,-1
38,8,616.43,236.91,43.06,97.70,1,-1,-1,-1
38,13,610.68,240.97,41.43,94.02,1,-1,-1,-1
38,21,590.02,245.52,38.92,88.31,1,-1,-1,-1
38,22,406.01,189.40,41.58,94.34,1,-1,-1,-1
38,25,390.97,188.72,32.52,73.79,1,-1,-1,-1
39,2,368.05,175.28,37.17,84.35,1,-1,-1,-1
39,13,605.43,232.27,42.81,97.14,1,-1,-1,-1
39,21,586.19,242.45,39.73,90.15,1,-1,-1,-1
39,22,416.62,186.11,38.89,88.24,1,-1,-1,-1
39,25,391.55,191.16,30.95,70.23,1,-1,-1,-1
40,2,367.44,176.13,34.88,79.15,1,-1,-1,-1
40,8,590.68,240.39,40.70,92.37,1,-1,-1,-1
40,13,599.05,233.74,41.21,93.51,1,-1,-1,-1
40,21,576.92,238.75,37.63,85.40,1,-1,-1,-1
40,22,423.42,180.43,40.14,91.09,1,-1,-1,-1
40,25,395.27,191.78,30.55,69.32,1,-1,-1,-1
40,28,565.61,241.67,37.65,85.43,1,-1,-1,-1
41,1,386.46,181.94,33.76,76.60,1,-1,-1,-1
41,2,367.20,176.50,34.02,77.19,1,-1,-1,-1
41,8,573.35,236.80,40.33,91.51,1,-1,-1,-1
41,13,592.92,234.47,40.57,92.07,1,-1,-1,-1
41,21,571.01,236.37,37.17,84.35,1,-1,-1,-1
41,22,427.15,183.02,38.26,86.82,1,-1,-1,-1
41,25,399.57,194.10,29.20,66.26,1,-1,-1,-1
41,28,561.24,240.54,37.25,84.53,1,-1,-1,-1
42,1,388.11,176.49,38.34,87.00,1,-1,-1,-1
42,2,370.49,176.66,33.72,76.51,1,-1,-1,-1
42,8,563.66,235.63,40.20,91.23,1,-1,-1,-1
42,13,586.21,230.16,42.48,96.39,1,-1,-1,-1
42,22,431.84,187.04,33.61,76.27,1,-1,-1,-1
43,1,384.78,179.93,35.60,80.79,1,-1,-1,-1
43,2,371.68,176.74,33.62,76.29,1,-1,-1,-1
43,8,560.31,231.26,40.17,91.14,1,-1,-1,-1
43,13,584.52,229.27,41.09,93.23,1,-1,-1,-1
43,21,572.00,235.41,39.72,90.12,1,-1,-1,-1
43,22,434.84,186.10,33.71,76.49,1,-1,-1,-1
43,25,394.39,188.07,33.07,75.04,1,-1,-1,-1
43,28,550.17,236.15,40.00,90.78,1,-1,-1,-1
44,1,383.41,181.39,34.40,78.07,1,-1,-1,-1
44,2,372.09,176.78,33.60,76.24,1,-1,-1,-1
44,8,551.34,229.71,40.16,91.13,1,-1,-1,-1
44,13,579.57,227.05,38.16,86.59,1,-1,-1,-1
44,21,567.57,233.46,39.65,89.98,1,-1,-1,-1
44,22,437.84,185.14,31.88,72.35,1,-1,-1,-1
44,25,396.47,188.67,32.78,74.38,1,-1,-1,-1
44,28,545.30,234.57,40.36,91.59,1,-1,-1,-1
45,1,382.92,181.91,33.96,77.06,1,-1,-1,-1
45,2,372.23,176.81,33.60,76.24,1,-1,-1,-1
45,8,543.57,229.21,40.17,91.14,1,-1,-1,-1
45,13,573.95,224.29,39.48,89.60,1,-1,-1,-1
45,22,440.17,182.20,33.09,75.08,1,-1,-1,-1
45,33,713.23,275.66,44.18,100.25,1,-1,-1,-1
46,1,382.30,182.28,33.92,76.98,1,-1,-1,-1
46,2,372.25,176.84,33.61,76.27,1,-1,-1,-1
46,8,536.94,225.12,40.17,91.16,1,-1,-1,-1
46,13,572.71,225.33,37.60,85.33,1,-1,-1,-1
46,22,442.28,183.87,31.68,71.89,1,-1,-1,-1
46,33,708.49,271.87,46.41,105.32,1,-1,-1,-1
47,2,371.58,179.52,31.79,72.14,1,-1,-1,-1
47,8,530.73,223.65,40.18,91.19,1,-1,-1,-1
47,13,567.85,219.78,39.29,89.16,1,-1,-1,-1
47,22,442.92,181.28,31.14,70.67,1,-1,-1,-1
47,33,701.33,270.82,47.07,106.80,1,-1,-1,-1
47,34,429.85,173.68,33.15,75.22,1,-1,-1,-1
48,1,378.45,182.15,33.75,76.58,1,-1,-1,-1
48,2,368.57,177.83,32.99,74.85,1,-1,-1,-1
48,8,524.02,225.18,37.84,85.86,1,-1,-1,-1
48,13,566.85,219.80,37.56,85.23,1,-1,-1,-1
48,22,443.05,180.42,30.95,70.24,1,-1,-1,-1
